name,alias,smell,cure
干姜,白姜。,辛、温、无毒。,1、脾胃虚冷，吃不下饭。和白干姜在浆水中煮透，取出焙干，捣为末，加陈米粥做成丸子，如梧子大。每服三十至五十丸，白开水送下。其效极验。2、头晕吐逆。用干姜（炮）二钱半、甘草（炒）一钱二分，加水一碗半，煎至五成服下。有效。3、水泻。用干姜（炮）研为末，稀饭送服二钱即愈。
胡荽,香荽、胡菜、荽。,（根、叶）辛、温、微毒。（子）辛、酸、平、无毒。,1、痘疹不快。和胡荽二两，切碎，放入两碗酒中煎沸，盖严勿令漏气。待冷定后，去渣，含酒轻喷病孩颈背直至两足，勿喷头面。用命名痘疹发出。2、孩子丹。用胡荽捣汁涂搽。3、产后无乳。用干胡荽煎汤饮服。
水芹,水英、楚。,（茎）甘、平、无毒。,1、小儿吐泻有芹菜切细，煮汁饮服。2、小便淋痛。用水芹菜（有白根者）去叶，捣取汁，水冲服。3、小便出血。有水芹捣汁，一天服六、七合。
茴香,珠。,（子）辛、平、无毒。,1、大小便闭，鼓胀气促。用八角茴香七个、大麻半两，共研为末，加生葱白三至七根，同研煎汤，调五苓散末服下。一天服一次。2、小便频数。把茴香（不定量）掏净，加少量盐，炒研为末，炙糯米糕蘸食。3、肾虚腰痛。用茴香炒过，研细，切开猪肾，掺末入内，裹湿纸中煨熟，空心服，盐酒送下。
菠菜,波斯草、赤根菜。,（菜、根）甘、冷、滑、无毒。,通血脉，开胸膈，下气调中，止渴润燥。
荠菜,护生草。,甘、温、无毒。,利肝和中，明目益胃。根叶烧灰，治赤白痢，极效。
菥,大荠、大、。,（苗）甘、平、无毒。（子）辛、微温、无毒。,和中，利肝明目。
鸡肠草,暂无,微辛、苦、平、无毒。,1、小便频数。用鸡肠草一斤，在豆豉嗔中煮过，和米煮粥。常吃。2、小儿下痢。用鸡肠草捣汁一合，调蜜服，有效。3、风热牙痛。用鸡肠草、旱莲草、细辛，等分为末。每天擦三次。此方名“祛痛散”
苜蓿,木、光风草。,苦、平、涩、无毒。,脾胃间邪热气、各种。用根捣汁煎饮，可治沙痛。
苋,（菜）甘、冷利、无毒。（）甘、寒、无毒。,产后，蛇虫螫伤，漆疮搔痒等。实治翳、明目、利大小便。根晒干，，研末治。,暂无
马齿苋,、草、五、长命菜、。,酸、寒、无毒。,1、脚气浮肿，心腹胀满，小便涩少。用马齿苋和少量粳米、酱汁煮食。2、产后虚汗。用马齿苋研汁三全服。如无新鲜者，以干者煮汁亦可。3、产后血痢，小便不爱，脐腹疼痛。用生马齿苋菜捣汁三合，煎开，加蜜一合调服。
苦菜,名荼、苦荬、游冬、褊巨、老鹳菜、天香菜。,暂无,1、血淋、尿血。用苦荬一把，加酒、水各半煎服。2、喉痹。用若荬捣汁半碗，加开水泡灯心取汁半碗，调匀服。3、对口恶疮。用苦荬捣汁一碗，加姜汁一匙，酒送服。同时以药渣敷沧一、二次，即愈。
莴苣,名莴菜、千金菜。,（菜）苦、冷、微毒。,1、乳汁不有。用莴苣菜煎酒服。又方：莴苣子一合，生甘草三钱，糯米、粳米各半合，煮粥频食。2、小便不通。用莴苣菜捣烂，或用莴苣子捣成饼，贴脐中即通。3、百虫入耳。用莴苣捣汁滴入，虫自出。
翻白草,鸡腿根、天藕。,（根）甘、微苦、平、无毒。,1、崩中下血。用鸡腿根一两，捣碎，加酒二碗煎成一碗服。2、吐血。用翻白草五、七根，切细，加水二杯煎成一杯，空心服。3、疟疾寒热。用翻白草根五、七个，煎酒服。4、无名肿毒。治方同上。
蒲公英,名耨草、金簪草、黄花地丁。,（苗）甘、平、无毒。,1、乳痈红肿。用蒲公英一两，一起捣烂，加水二碗煎成一碗，饭前服。2、疳疮疔毒。用蒲公项捣烂敷涂，同时又捣汁和酒煎服。
蕺,菜。,（叶）辛、微温、有小毒。,1、背疮热肿。用蕺菜捣汁涂，留孔以泄热毒。2、痔疮肿痛。用鱼腥草一把，煎汤熏洗。洗后，以鱼腥草包敷患处。3、疔疮作痛。用鱼腥草捣烂敷上。初敷一段时间，会感觉疼痛，须忍住，不可去药。痛后一、二日即愈。
蕨,（萁、根）甘、寒、滑、无毒。,暂无,去，利水道。用根烧灰油调，可治蛇虫伤。
薇,垂水。,甘、寒、无毒。,利水道、下浮肿、润。
翘摇,摇车、野、小巢菜。,辛、平、无毒。,利、明耳目、去热风、止热疟、平胃。
鹿藿,豆、劳豆、野。,苦、平、无毒。,、瘰疬。
藜,莱、红心灰、草、胭指菜。,（叶）甘、平、微毒。,叶捣烂涂诸虫伤，治；茎烧灰，加水煎膏，点赘，蚀恶肉。
芋,土、蹲。,（子）辛、平、滑、有小毒。（叶、茎）辛、冷、滑、无毒。,芋子宽、疗烦热、破宿血、去死肌。茎、叶敷疮肿、治蛇虫咬伤。
薯蓣,薯，土薯、山薯、山、、玉延。,（根）甘、温、平、无毒。,1、心腹虚胀，手足厥逆，不思饮食。用薯蓣半生半炒为末。每服二钱，米汤关定。一天服二次。2、禁口痢。治方同上。3、小便数多。用薯蓣（矾水煮过）、白茯苓，等分为末。每服二钱，水送下。
甘薯,甘、平、无毒。,暂无,补虚乏、力、胃、强。功同。
百合,藩、强瞿、脑薯。,（根）甘、平、无毒。,1、面合病（伤寒病之后坐卧不安，神志不清，胡言乱语）。如已发汗用百合枚，水泡一夜，次日清晨以泉水煮取一升；另用知母三两，加水二程序煮取一升。百合汁、知母汁合在一起煮成一升半，分次服。此方名“百合知母汤”。如已吐过，则用百全七枚，水泡一夜，次日清晨以泉水二升煮取一升，加鸡蛋白一个，分两次服。此方名“百合鸡子汤”。如已泻过，则用百合七枚，水泡一夜，次日清晨以泉水二繁荣昌盛煮取一升；另用代赭石一两、滑石三两，加水二繁荣昌盛煮取一升，是百合汁一起再煮成一升半，分两次服。此方名“百合代赭汤”。如未经汗、吞、下，则用百合枚，水泡一领先，次日清晨以泉水二升煮取一升；另以生地黄汁一升，令两汁合煮成一升半，分两次服。此方名“百合地黄汤”。如病已变成消渴，则用百合一升在水一半中泡一夜，取汗温洗病人，洗毕，令病人吃白汤饼。如病已变成热症，则用百合一两、滑石三两，共研为末，水冲一匙，微泻即见药效。如病已变成腹满作痛，则用百合炒为末，每服一匙，水送下。一天服二次。2、肺脏热。烦闷咳嗽。用新百合四两，加蜜蒸软，时时含一片吞津。3、肺病吐血。用新百合捣汁，水送服。煮百合吃亦可。
竹笋,萌、芽、竹胎、竹子。,甘、微寒、无毒。,治，利膈下气，化热消痰爽胃。==本草纲目 专题==
茄,落苏、昆化瓜、草。,（）甘、微寒、无毒。,1、妇女月经血黄。用黄茄子切开，阴干为末。每服二钱，温酒调下。2、肠风下血。用经霜茄连蒂烧盛存性，研为末。每天服二小匙，空心服，温酒送下。又方：取大茄种三枚，每用一枚包湿纸中煨熟。泡酒一升半。蜡封三天，去茄饮酒（暖饮）。3、腰脚拘挛（腰脚风血积冷，筋急拘挛疼痛）。取茄子五十斤（按：这是古秤，所得重量约合今秤的十分之一），切细，以水五斗煮取浓汁，滤去渣，再煮至一升左右，即加入生木木栗粉，令稀稠适当，更配以麝香、朱砂末，做成丸子，如梧子大。每日服三十丸，秫米酒送下。一月后可望病愈。
壶卢,瓠瓜、匏瓜。,（壶瓠）甘、平、滑、无毒。,除烦，治，利，润心肺，疗心淋，消黄肿。
苦瓠,、匏瓜。,（瓤、子）苦、寒、有毒。,1、黄疸肿满。有苦瓠瓤如在枣大小，泡童便中一时，取出两小团塞鼻孔中，深吸气。有黄水排出，几次后即愈。又方：用瓠瓤熬黄为末，每服半钱，一天服一次，十天病愈。2、水肿，头面肿大。有好苦瓠白瓤，分捻如豆粒，以面裹住煮开。空心服七枚，当有水排出，人转瘦好愈。二年内忌咸物。又方：用苦瓠瓤一两，微炒，研末。每天服一钱，稀饭送下。3、通身水肿。用苦瓠末（炒）二两、苦苈五分，捣烂合成丸子，发啵豆大。每服五丸，一天服三次，有水排出为止。又方：用苦瓠末五分、大枣七枚，合捣成丸。先服三丸，隔一小时左右，再服三丸，有水排出后更服一丸。
石花菜,枝。,甘、咸、大寒、滑、无毒。,去上焦浮热，发下部。
冬瓜,名白瓜、水、地芝。,白：甘、微寒、无毒。瓜练：甘、平、无毒。白：甘、平、无毒。,白冬瓜：1、消渴不止。冬瓜一枚，削皮，埋湿地中一日，取出破开，饮其汁水。或将瓜烧熟，绞汁饮服亦可。2、浮肿喘满。用大冬瓜一枚，切盖去瓤，填入赤小豆，加盖封固，晒干、埋糯糠中火煨，火尽后，取瓜切片，同豆焙干为末，加水、糊做成丸子，如梧子大。每服七十丸，煎冬瓜子汤送下。一天服三次，以小便畅通为度。
南瓜,暂无,甘、温、无毒。,补中益气。
胡瓜,暂无,甘、寒、有小毒。,1、水病肚胀，四肢浮肿。用胡瓜一个，破开，连了以醋煮一半至烂，空心服，一次吃完。不久即可把水排出。2、咽喉肿痛。用老黄瓜一个，去子，填满硭硝，阴干为末。每取少许吹喉内。3、火眼赤痛。用老黄瓜一条，上开小孔，去瓤，填满硭硝，悬挂阴凉处，等硝透出来后，刮下收存。点眼，甚效。
丝瓜,天、、布瓜、蛮撤、鱼。,（瓜）甘、平、无毒。,1、痘疮不快。用老丝瓜近蒂三寸，连皮烧存性，研为末，砂糖水送服。2、痈疽不敛，疮口很深。有丝瓜捣汁频频涂搽。3、风热肋肿。用丝瓜烧存性，研为末，水调涂搽。
苦瓜,锦、癞。,（瓜）苦、寒、无毒。（子）苦、甘、无毒。,（瓜）除邪热，解劳乏，明目。（子）。
紫菜,紫软。,甘、寒、无毒。,烦热、病者，宜食本品
石莼,暂无,甘、平、无毒。,利小便，治风秘不通。
鹿角菜,猴。,甘、大寒、滑、无毒。,下热风气，疗小儿热劳。
龙须菜,暂无,甘、寒、无毒。,瘿结热气，利小便。
睡菜,暝菜、绰菜、醉草、懒妇。,甘、微苦、寒、无毒。,心膈邪热，不得眠。
芝,囚。,青：一名芝，酸、平、无毒。赤芝：一名丹芝，苦、平、无毒。黄芝：一名金芝，甘、平、无毒。,青芝：明目，补肝，安神，增强记忆力。赤芝：解胸胃郁结，补中益气，使人神志清明。黄芝：益脾胃，安神。
木耳,木软、木菌、树鸡、木蛾。,甘、平、有小毒。,1、眼流冷泪。用木耳一两（烧存性）、木贼一两，共研为末。每服二钱，以清淘米水煎服。2、崩中漏下。用木耳半斤，炒见烟，研为末。每服二钱一分，加头发灰三分，好酒调服。3、经久泄痢。用干木耳一两（炒）、鹿角胶二钱半（炒），菜研为末。每服三钱，温酒调下。一天服二次。
皂荚蕈,暂无,辛、有毒。,1、肠风泻血。用皂荚蕈瓦上焙为末。每服一钱，温酒送下。2、肿毒初起。用皂荚蕈磨醋涂搽。
香蕈,甘、平、无毒。,暂无,治风破血。亦治小便失禁。
蘑菰蕈,肉蕈。,甘、寒、无毒。,益肠胃，化痰理气。
鸡菌,暂无,甘、平、无毒。,益胃清神，治痔。
土菌,杜蕈、地蕈、菇子、地鸡、獐头。,甘、寒、有毒。,烧灰，敷疮疥。
地耳,地踏菇。,甘、平、无毒。,明目，补肾。
石耳,暂无,甘、平、无毒。,1、泻血脱肛。有石耳五两（炒）、白枯矾一两、密陀僧半两，共研为末，加蒸饼做成丸子，如梧子在。每服二十丸，米汤送下。2、明目益精。久服益色。
