name,alias,smell,cure
海松子,新罗子。,（仁）甘、小温、无毒。,1、肺燥咳嗽。用松子仁一两、胡桃仁二两，共研为膏，和熟蜜半两收存。每服二钱，饭后以开水冲服。2、小儿寒嗽，或作喘。用松子仁五个，百部（炒）、麻黄各三分，杏仁四十个（去皮尖），加少量水煮开，化白砂糖调药做成丸子，如芡子大。每饭后含化十丸，很见效。3、大便虚秘。用松子仁、柏子仁、麻子仁，等分为末，溶蜡和丸，如梧子大。每服五十丸，黄芪汤送下。
龙眼,目、圆眼、、亚、荔枝奴、骊珠、燕卵、蜜脾、鲛泪、川弹子。,（实）甘、平、无毒。,思虑过度，劳伤心脾，，虚烦不眠，。用、（炒）、（炙）、（焙）、各一两，半两、二钱半，切细。各药配齐后，每服五钱，加姜三惩、一枚、水二盅煎成一盅，。此方名“”。
椰子,越王头、胥余。,：甘、平、无毒。：甘、温、无毒。,椰子瓤：益气，治风。椰子浆：止消渴，治吐血水肿，去风热。
波罗蜜,暂无,（瓤）甘、香、微酸、平、无毒。,止渴解烦，醒。
无花果,映日果、优昙钵、阿驵。,（实）甘、平、无毒。,，止泄痢，治五、。
槟榔,宾门、仁频、洗瘴丹。,苦、辛、温、涩、无毒。,1、痰涎为害。用槟榔为末，每服一钱，开水送下。2、口吐酸水。用槟榔四两、桔皮一两，共研为末，每服一匙，空心服，生蜜汤调下。3、伤寒胸闷。用槟榔、枳实，等分为末，每服二钱，黄连煎汤送下。
枳,蜜止矩、蜜屈律、木蜜、木饧、木、鸡距子、鸡爪子。木名白石木、交加枝。,（实）甘、平、无毒,止渴除烦，润，利大小便，止呕逆境，解毒。辟虫毒。
秦椒,大椒、椒（按椒红即椒的果壳）。,（椒红）辛、温、有毒。,1、饮少尿多。用秦椒、瓜蒂各二分，研为末，每服一匙，水送下。一天服三次。2、手足心肿。用椒和盐末等分，醋调匀敷肿处。3、久患口疮。用秦椒去掉闭口的颗粒然后水海洗面拌煮为粥，空心腹，以饭压下。重者可多服几次，以愈为度。
蜀椒,巴椒、汉椒、、南椒、点椒。,椒红：辛、温、有毒。：苦、寒、无毒。,椒目：1、水气肿满。用椒目炒捣成膏，每服一匙，酒送下。2、崩中带上。用椒目炒过、碾细，每服一匙，温酒送下。
马槟榔,金囊、马金南、紫。,（）苦、甘、寒、无毒。,1、难产。临时细嚼马槟榔核仁数枚，用井华水送服，不久即可分娩。2、断产（绝育）。常嚼马槟榔二枚，水送服，久之子宫变冷，自不受孕。3、恶疮肿毒。用马槟榔一枚，冷水送服，另用一、二枚嚼敷患处。
毕澄茄,毗陵。,（实）辛、温、无毒。,1、脾胃虚弱。用毕澄茄为还想，加姜汁神曲、面糊做成丸子，如梧子大。每服七十丸，姜汤送下。一天服二次。2、伤寒咳逆，呃噫日夜不定。和毕澄茄、高良姜各等分，共研为末，每服二钱，加水六分，煮开几次后再加醋少许服下。3、反胃，吐黑汁。用毕澄茄研末，加米糊做成丸子，如梧子大。每服三、四十丸，姜汤送下。愈后，再服平胃散三百贴。久病者亦可不发。
茱萸,辛、温、有小毒。,暂无,暂无
盐麸子,五倍、、盐梅子、盐坏子、木盐、天盐、叛奴盐、酸桶。,（子）酸、咸、微寒、无毒。,、、、润肺、滋肾，、止痢、收汗，治眼病。的树，以水煎服能杀，其根白皮加煎浓汁含吞，能治骨鲠。有资料说，盐麸子的根能软鸡骨。盐麸子的叶上有虫，即结成，说见虫部。
胡椒,昧履支。,（实）辛、大温、无毒。,1、心腹冷痛。用胡菽二十粒，淡酒送服。心下大痛者，用椒五十粒、乳香一钱，研匀，男用生姜汤、女用当归酒送下。2、霍乱吐泻有胡椒五十粒、绿豆一百五十粒，共研为末，每服一钱，木瓜汤送下。3、反胃吐食。用胡椒在醋中泡过，取出晒干，反复七次，研为末，加酒、糊做成丸子，如梧子大。每服三、四十丸，醋汤送下。又方：用胡椒七钱半、煨姜一两，水煎，分二次服。又方：用有椒、半夏（开水泡过），等分为还想，加清退汁和糊做成丸子，如梧子大。每服三十丸，姜汤送下。
甜瓜,甘瓜、果瓜。,瓜瓤：基、寒滑、有小毒。仁：甘寒、无毒。：苦、寒、有毒。,瓜瓤：止渴，除烦热，利小便。瓜子仁：1、口臭。用不着甜瓜子捣成末，加蜜调为丸子。每天早晨漱口含一丸。亦可贴齿。
西瓜,寒瓜,（皮）甘、凉、无毒。,1、口舌生疮。用西瓜皮烧过，研末，放口内含噙。2、闪挫腰痛。用西瓜青皮阴干，研为末，盐酒调服三钱。3、食瓜过多，人感适。用瓜皮煎汤饮服可解。
葡萄,、草。,甘、平、涩、无毒。,1、热淋涩痛。取葡萄捣取自然汁，生藕捣取自然汁，生地黄捣取自然汁，各五合，再加白沙蜜五合，和匀，每次温服一碗。2、胎上冲心。用葡萄汤饮服，好不上冲。3、水肿。用葡萄嫩心十四个、蝼蛄七个（去头尾），同研烂，露七日，晒干研为末。每服半钱，淡酒调下。暑天服此方，效果更好。
茗,暂无,（叶）苦、甘、微寒、无毒。,1、赤白痢。用好茶一斤炙过，捣为还想，浓煎服一、二碗。久患痢者，服此亦交。又方：赤痢用蜜水煎茶服。白痢用连皮的自然姜汁同水煎茶服。一方：茶和醋煎，热服即止。2、大便下血，里急后重。用细茶半斤碾末，加百药煎五个烧存性，每服二钱，米汤送下。一天服两次。3、产后便秘。用葱涎调茶末服自通，不可服大黄。
猕猴桃,名、藤梨、、木子。,（实）酸、甘、寒、无毒,止渴，解烦热，下淋石，调中下气。
甘蔗,名竿蔗、遮。,（蔗）甘、平、涩、无毒。,1、发热口干、小便赤涩。取甘蔗去皮，嚼汁咽下。饮浆亦可。2、反胃吐食。用甘蔗汁七升、生姜汁一升，和匀，每日细细饮服。3、干呕不息。有蔗汁温服半升，每日三次。加姜汁更好。
沙糖,暂无,甘、寒、无毒,1、下痢禁口。用沙糖半斤、乌梅一个，加水二碗，煎至一碗，随时饮之。2、痘不落痂。用沙糖调水服，一天服二次。3、腹中紧张。用酒煮沙糖饮食。
婴奥,燕奥、婴舌、、野。藤名木。,（藤、根）甘、平、无毒。,1、目中障翳。取婴奥藤以水浸过，吹气滴嗔入眼中，热翳及赤白障可以消去。2、热淋。用野葡萄根七钱、葛根三钱，加水一碗，煎至七成，再加童便三成，空心温服。3、一切肿毒。用野葡萄根晒干，研为末。加水调涂。
莲藕,莲实：、、水、泽芝。苦薏。莲薏即中的青心：苦薏。莲蕊须：佛座须。：芙蓉、芙蕖、水。,：苦、平、无毒。：苦、涩、温、无毒。莲蕊须：甘、涩、温、无毒。莲薏：苦、寒、无毒。,莲蕊须：清心通肾，益血止血。亦治久近痔漏（三十年者，三则亦可除根）。用莲蕊须、黑牵牛头末各一两半，当归五镥，共研为末，每服二钱，空心服，酒送下。忌食热物。几天见效。莲实：1、小便频数。用莲实半升，酒浸二宿，取出放入洗净的猪胃中，缝好煮熟，晒干，研为末，加醋、糊做成丸子，如梧子大。每服五十丸，饭前服，温酒送下。
芰实,水栗、沙角（即通称的）。,甘、平、无毒。,解暑，解积热，止，解毒。
芡实,雁喙、雁头、鸿头、鸡雍、卯、子、水流黄。,甘、平、涩、无毒。,1、小便频数及遗精。用秋石、白茯苓、芡实、莲子各二两，共研为末。加蒸枣做成成丸子，如梧子大。每服三十丸，空心服，盐汤送下。此方名“四精丸”。2、白浊。用芡实粉、白茯苓粉。化黄蜡和蜜作丸子。如梧子大。每服百丸，盐汤送下。此方甸“分清丸”。
石蜜,（即白糖）。,甘、寒、冷利、无毒。,润心肺，治咳消痰，解和中，助，缓。
慈姑,藉姑、水萍、河茈、白地栗。苗名、箭搭草。,（根）苦、甘、微寒、无毒。,产后血闷、、。
