name,alias,smell,cure
粉霜,亦名霜、白雪、白。乃水或水粉粉炼炼升华而成。,辛、温、有毒。,1、小儿急惊风。用粉霜二钱，白牵牛（炒过）、水银粉各一钱，共研细。每服二、三分。薄荷汤送下。以涎痰吐出为效。2、小儿烦躁口渴。用粉霜二至五分（即小儿年龄大小酌用），煮莲花汤送下，冬日用莲肉汤。3、风热惊狂。用粉霜一两、白面六钱，合做饼子，烤熟后研细，加水银粉半两、铅霜二钱半，共研为末，滴水揉成丸子，如梧子大。每服十至十五丸，米汤送下。此方名“神白丹”，治伤寒积热、搐风、惊狂，皆有效。
银朱,亦名猩红、紫。用石亭脂和同罐炼成。贴在罐口的是，贴在罐内的是珠。,辛、温、有毒。,1、小儿内钓（惊风，多啼）。用银朱半钱，乳香、煨蒜各一钱，共研细，捏成丸子，如粟米大。半岁儿五丸，薄荷汤送下。2、痰气结胸。用银朱半两、明矾一两，同研细。置瓦盏中，下加微火熔化。刮取，搓成丸子，每服一钱，茶和姜汁送下。此方名“鹤顶丹”。3、水肿，但大便尚通畅。用银朱半两、煅硫磺四两，共研细，加糊做成丸子，如梧子大。每次服三十丸。
灵砂,亦名二气砂。乃、合炼而成。水量多，硫磺量少。,甘、湿、无毒。,1、伏热吐泻。用硫磺半两、水银一钱，研细，加姜汁和面糊，做成丸子，如小豆大。三岁用，服三丸，冷水送下。大人可服三、四十丸。此方名“阴阳丸”。2、脾疼反胃。用灵砂一两、蚌壳粉一两，同炒红。加丁香、胡椒各四十九粒，共研为末。再加姜汁煮过的半夏粉，糊成丸子，如梧子大。每服二十丸，姜汤送下。3、冷气心痛。用灵砂三分、五灵脂一分，共研细。加稀糊做成丸子，如麻子大。每服二十丸。饭前服。饭前服，石菖蒲、生姜汤送下。
雄黄,亦名黄金石、石黄、熏黄。,夺、平、寒、有毒。,1、骨蒸发热（按：即今之肺结核）。用雄黄一两，加入小便一升中。另取方圆尺的石板一块，以炭火烧热，把雄黄尿汁淋在石上，垫上薄毡，令病人解衣顶被坐石上，勿使漏风。几次之后，病状即逐渐减轻。2、伤寒咳逆。用雄黄一钱、酒一杯，同煎，病人趁热嗅其气。3、阴部蚀烂，痛痒不已。用雄黄半两烧于瓶中，熏下部，有效。
雌黄,暂无,辛、平、有毒。,1、心痛吐水，不下饮食。用雌黄二两、醋二斤，慢火煎成膏，加干蒸饼和丸，如梧子大。每服七丸，姜汤送下。2、癫抽筋。用雌黄、炒铅丹各一两，共研为末，加麝香少许，在牛乳汁半升中熬成膏，仔细捣匀，做成丸子，如麻子大。每服三、五丸，温水送下。3、小便不禁。用雌黄一两半，研细。加干姜半两、盐四钱，同炒成黄色，合研为末。再加水和蒸饼，做成丸子，如绿豆大。每服十丸至二十丸，空心服，盐汤送下。
石膏,亦名细、。,暂无,1、伤寒发狂。用石膏二钱、黄连一钱，共研细。甘草煎汤，冷的送下。此方名“鹊石散”。2、小儿丹毒。用石膏粉一两调水涂搽。3、骨蒸劳（外寒内热，附骨而蒸，身体消瘦，饮食无味，四肢渐细，脚上浮肿）。用石膏十两，研细，水调服。每服一茶匙，一天两次。
滑石,亦名画石、液石、石、脱石、冷石、番石、共石。,甘、寒、无毒。,1、烦热多渴。用滑石二两，捣碎，加水三大碗，共煎成三碗。支渣留水，和米煮粥吃。2、女劳黄疸（下半天发热恶寒，小腹急，大便溏黑，额头变为黑色）。用滑石、石膏，等分为末，大麦汁送下。一日三次。小便大利即愈，腹满者难治。3、伤寒症流鼻血（因汗出不来而流鼻血。如血色紫黑，不可止血，还要服温性之药。等到有鲜血流出，便急服本药去止住）。用滑石粉和米饭，捏成丸子，如梧子大。每服十丸，在口中稍稍嚼破，清水送下。血立卡。
不灰木,亦名无灰木。其色白，如腐烂的木材，烧之不燃。,甘、大寒、无毒。,1、肺热咳嗽。用不灰木一两半、玄精石二两、灸甘草半两、贝母一两半、天南星（白矾水煮过）半两，共研细。每服半钱，姜汤送下。2、咽喉肿痛，五心烦热。用不灰木（先以牛粪烧红）四两、玄精石（煅红）四两、真珠一钱，共研细，加糯米少许，做成丸子，如芡子大。每服一丸。服时，用生地黄汁、粟米淘水研化后吞下。每天服两次。3、吐泻烦满，气逆腹胀。以不灰木、阳起石（煅起）、阿魏各半两，巴豆（去心）、杏仁（去皮）各二十五个，共研细。加粟米饭，做成丸子，如樱桃大。每服一丸。服时，把丸子穿一孔，在灯上烧到烟尽，再研为末，姜汤送下。
五色石脂,本品质似石而性粘，故名五脂。有脂、黄石脂、黑石脂、、等不同的类别，总称为“五色五脂”。,五种石脂都是甘、平、无毒。,1、大肠寒滑，小便精出。用赤石脂、干姜各一两，胡椒半两，共研为末，略加醋和饭，糊成丸子，如梧子大。每服五十至七十丸，空心服，米汤送下。2、赤白痢。用赤石脂末，清水送服一钱。3、腹痛冷痢，下白冻如鱼脑。用煅赤石脂、炮干姜，等分为末，加蒸饼少许，做成丸子。服量随年龄不同，一日服三次。
炉甘石,亦名炉先生。,甘、温、无毒。,1、眼睛突然红肿。用炉甘石（火煅、尿淬）、风火消，等分为末。每次取少许，加清水化匀点眼。2、各种翳膜。用炉甘石、青矾、朴硝，等分为末。每次取一小茶匙，化在开水中，等稍冷，即用以洗眼。一天洗三次。3、一切目疾。用炉甘石半斤，加锉成小粒的黄连四两，放在瓦罐里，煮两沸。去掉黄连，单取炉甘石研末，加片脑二钱半。共研匀，贮存在小瓦罐中。每次用少许点眼。多次必有效。又方：煅炉甘石一钱，盆硝一钱，共研细。热水泡来洗眼。
无名异,亦名炉先生。,甘、平、无毒。,1、打伤肿痛。用无名异为末，每服少许，酒送下。有散血、消肿、止痛之效。2、骨伤骨折。用无名异、甜瓜子各一两，乳香、没药各一钱，共研为末。每服五钱，热酒调服。小儿只服三钱。另用米粥涂纸上，酒上牡蛎（左旋者好）粉裹伤处，外用竹篦夹住。3、丹毒。用无名异研末，葱汁调涂。
石钟乳,亦称留公乳、虚中、石、、夏石、黄砂石。,甘、温、无毒。,1、一切劳嗽（胸膈痞满，咳嗽不已）。用石钟乳、雄黄、佛耳草、款冬花，等分为末。每用一钱，细烧成烟，以筒吸烟入喉。一天两次。2、急喘不停。用钟乳粉五钱、蜡三两，和匀，蒸在饭甑里。蒸熟取出，合成丸子，如梧子大。每服一丸，温开水送下。3、吐血损肺。用钟乳粉，每服二钱，糯米汤送下。
石脑油,亦名、石漆、猛火油、油、油。,辛、苦、有毒。,小儿惊热、疮虫癞等。
石炭,亦称煤炭、石墨、炭、石、焦石。,甘、辛、温、有毒。,1、刀伤。用石炭捣成粉，敷伤口。疮口太深不能速合者，加滑石。2、误吞金银及钱在腹中不下。用石炭（一块，杏核大）、硫磺（一块，皂角子大），共研细，酒送下。3、月经不通。用石炭末一钱调汤，送下去油的巴豆三粒，有效。
石灰,亦名石垩、垩灰、希灰、煅石、、矿灰。,辛、温、有毒。,1、中风口。用新石灰，醋炒后，调如泥，涂口侧。口向左歪，涂右边；口向右歪，涂左边。很快奶可牵正。2、风牙肿痛。用放了两年的陈石灰、细辛，等分为末，擦牙。3、虫牙。用石灰和沙糖塞在牙中。
阳起石,亦名起名、白石、石生。,咸、微温、无毒。,1、丹毒肿痒。用阳起石煅后研细，清水调搽。2、滑精（元气虚寒，精滑不禁，手足常冷，大便溏泄）。用阳起石煅后研细，加钟乳粉等分，再加酒煮过的附子末，调一点面粉把药合成丸子，如梧子大。每服五十丸，空心服，米汤送下。直至病愈为止。3、阳萎阴汗。用阳起石煅后研细，每服二钱，盐酒送下。
慈石,亦名玄石、处石、石、吸针石。,辛、寒、无毒。,1、耳聋。用慈石一小粒，放入病耳内。另耳不病，只放铁沙。病耳渐愈。又方：豆大慈石一粒，加少许穿山甲烧成的灰，用新丰包好塞耳内。口含生铁一小块，觉耳中有风雨声即不聋。2、老人虚损（风温，腰肢痹痛）。用兹石三十两、白石英二十两，捶碎，浸入两斗水中，放在露地上。每天取此水煮粥吃。过一年，体质转强。3、阳萎。用兹石五斤，研细，淡酒浸半月。每服三合，白天服三次，临睡前服一次。
代赭石,亦名须丸、血师、土朱、朱。,苦、寒、无毒。,1、哮喘，睡卧不得。用代赭石，研末，米醋调服。宜常服用。2、伤寒无汗。用代赭石、干姜，等分为末，热醋调匀搽在两手心上，然后紧握双拳夹在大腿间。盖被静卧，汗出病愈。3、急慢惊风（吊眼，撮口，抽筋）。用代赭石（火煅、醋淬十次）研细，水飞后晒干。每服一钱或半钱，真金汤调下。连进三服，如脚胫上出现红斑，即是邪出病愈之证。如始终不现红斑，即无救。
禹余粮,亦名白余粮。,甘、寒、无毒。,1、大肠咳嗽（每咳便排出粪来）。用赤石脂、禹余粮各一斤，打碎，加水六升，煮成一升。去掉渣滓，分两次服。此方名“赤石脂禹余粮汤”。2、肠泄不止。用禹余粮四两（火煅、醋淬），加乌头一两，冷水浸一夜，去皮脐。两药共焙为末。稍滴醋加糊，做成丸子，如梧子大。饭前服五丸，温开水送下。3、赤白带。用禹余粮（火煅、醋淬），加干姜等分。如仅有赤带，则干姜减半。两药共研细。每服两茶匙，空心服。
空青,亦名青。,甘、酸、寒、无毒。,1、眼睛昏花不明。用空青少许，露一夜，次日，点眼。2、翳障。用空青、矾石（烧过）各一两，贝子四枚，共研细，每日点眼。又方：空青二钱，蕤仁（去皮）一两，片脑三钱，共研细，每日点眼。3、各种目疾（雀目、赤目、青盲、内外障翳、风眼等）。用空青（洗净）、胡黄连（洗）各二钱半，先取槐芽（天未明时乘露采得）适量，装于青竹筒内，悬挂起来，等候干燥。干后研细，取一钱半，与空青、胡黄连共研为末，再加龙脑少许，收存备用。病人每于睡前漱口后，仰头让人吹此药入两鼻内，随即安睡。效果显著。
曾青,曾，音层。，即层青。就是成为层状的。说：“曾青治目，义同空青”。,酸、小寒、无毒。,1、风热目疾（眼红或烂，怕太阳光，眼屎多，常流泪，或痒或痛）。用曾青四两，蔓荆子二两，炮姜、防风各一两，共研细，经常以少许吸入鼻中，有效。2、耳内恶疮。用曾青五钱、雄黄七钱半、黄芩二钱五分，共研为末，搽疮上。
绿青,亦名石绿、大绿。生于矿中。,小毒。,1、急惊昏迷。用绿青四两、轻粉一钱，共研细。以生簿荷汁合酒把药灌下。痰吐即愈。2、风痰迷闷。用绿青十两，乌头尖、附子尖、蝎尾各七十个，共研为末，加糊做成丸子，如芡子大。每服一丸，薄荷汁合酒送下。吐出痰涎便是见效。3、小儿疳疮（肾疳，鼻疳，头疮，耳疮等）。用绿青、白芷，等分为末。先以甘草水洗疮，再搽药。
扁青,亦名石青、。即今矿物学上的石青。,甘、平、无毒。,顽痰不化等症，兼有明目、利痰、生精、等功效。
石胆,亦名、黑石、君石、毕石、勒、立制石。,酸、辛、寒、有毒。,1、风痰。用石胆粉一钱，温醋汤调服。痰涎吐出即愈。小儿用量酌减。2、喉痹喉风。用石胆二钱半、白僵蚕（炒过）五钱，共研为末。每次取少许吹喉，痰涎吐尽，风痹自愈。此方名“二圣散”。3、口舌生疮。用石胆半两，放在锅内煅红，露一夜，研细。每次取少许搽疮上，吐出酸涎水。如此数次，病愈。
砒石,亦名、人言。生者名砒黄，炼者名。,苦、酸、暖、有毒。认为：辛、酸、大热、有大毒。,1、中风痰壅（四肢不收，昏愦若醉）。用砒霜一粒如绿豆大，研细。先以清水送服少许，再饮热水，大吐即愈。如不吐，可再服。2、休息下痢（病一、二年不愈，人衰瘦不堪）。用砒霜、铅丹各半两，共投入已熔化的黄蜡中，柳条搅拌，条焦则换，六、七条之后，取出做成丸子，如梧子大（小儿服者只作成黍米大）。冷水送下。3、疟疾。用砒石一钱、绿豆粉一两，共研为末，加水调成丸子，如绿豆大。铅丹为衣，阴干。发病日，五更起来，以冷水送服五至七丸。又方：砒石（醋煮过）、硫磺、绿豆，等分为末，包成若干个小包，每包分量约一粒豆子大。每服一包，空心服，新汲水上。这是一个很有效的治疟方。
金星石,，石外有金色麸片；星石，石外有银色麸片。两者的药效，大体相似。,甘、寒、无毒。,。用金星石、银星石、、、、各等分。取坩锅一个，铺冬月水牛粪一、二寸，铺约一层，铺灰二寸，又铺药一层，如此重复铺好，最后盖上灰，加盖封牢。在中煅一天一夜，还要埋在土中一夜，然后去灰留药块，共研细，每药一两，加、各半钱、二钱半，炒过。每服一钱，汤送下。一天服三次。
礞石,有青、白二种，以青者为好。打开须有白星点，无星点者不入药。,甘、咸、平、无毒。,1、湿热痰症。用礞石、焰消各二两，煅过，研细，水飞，晒干。取一两，加酒蒸大黄八两、酒洗黄芩八两、沉得五钱，共研为末。水调成丸子，如梧子大。平常只服一、二十丸。如大便结，可增至一、二百丸，温开水送下。妊妇和患水泻者忌服。此方名“滚痰丸”。2、一切虚冷久积（滑痢，腹有癖块，妇女月经过多而又持久）。用礞石半斤，研细；硝石二两，也研细。共放坩锅内，盖严，炭火煅过，以尽灰二十斤左右为度。冷后取出，再加入赤石脂末二两，滴水为丸，如芡子大。等干后，又放坩锅内以小火煅过，待冷即收存备用。每服一丸至三丸。空心服，温水送下。泻痢日久者，可加至七丸。此方名“金宝神丹”。3、急慢惊风。风礞石一两、焰消一两，同煅过，研细。每服半钱至一钱。急惊风痰热者，用薄荷汁和生蜜调匀送下。慢惊风脾虚者，用木香汤和熟蜜调匀送下。此方名“夺名散”。凡痰壅咽喉，命在旦夕者，服此都有效。
花乳石,亦名。,酸涩、平、无毒。,1、五内崩损，大出血。用花乳石，煅过，研细。饭后，以童便一小杯煎温调服二钱，病重者可至五钱。血止后，宜服独参汤补身体。此方名“花乳石散”，见葛可久《十药神书》。又方：硫磺四两、花乳石一两，共打碎，晒干，装瓦罐中，以泥封口，再焙干，以炭火煅过，冷定后，取出研为细末，收存瓶中备用。此方也叫做“花蕊石散”，见“和剂局方”。治跌打损伤，下死胎，落胞衣，去恶血，都很见效。每服一钱，童便调服。2、多年目翳。用花乳石（水飞，焙过）、防风、川芎、甘菊花、白附子、牛蒡子各两，灸甘草半两，共研为末，每服半钱，茶汤送下。
金牙石,亦名黄。,咸、平、无毒。,虚劳湿冷。缓弱，不能行走。用、、、、、、、菌蓣、、、蒴根各四两，一斤。共药十二味。金牙石捣碎后，单独装在一个小袋子中，其余十一味，切成薄片，合装入一大袋子里。两袋同浸内，密封四日。取酒，一天服两次。这种叫做“小金牙酒”。
石燕,状如蚬蛤，色如土，坚重如石。指出：石燕有二：一种是这里所录的石燕，乃是石类；另一种是乳中。,甘、凉、无毒。,1、伤寒尿涩，小腹胀满。用石燕研细，葱白汤调服半钱。以消胀为度。2、久年肠风（按：指常年泻血）。用石燕磨水常服，不要间断，有效。3、多年赤白带下。每日磨石燕取汁取。一枚石燕可用三天。也可以把石燕研末，水飞过，每天取半钱至一钱，米汤送服。
食盐,亦名鹾。,甘、咸、寒、无毒。,1、下部蚀疮。将盐炒热，用布包好，令病人坐布袋上。2、胸中痰饮，欲吐不出。饮盐开水可促使吐出。3、病后两胁胀痛。炒盐熨之。
盐,亦名胡盐、羌盐、青盐、秃登盐、阴士盐（按：即现在所称的）。,咸、寒、无毒。,1、小便不通。用戎盐一枚，如弹丸大，加茯苓半斤、白术二两，水煎服。2、风眼烂脸。用戎盐化水点眼。3、痔疮漏疮。用白矾四两、青盐四两，共研为末，装入猪尿脬中，阴干。每服五钱，空心服，温水送下。
卤碱,亦名卤盐、寒石、。从碱地掘取，用作硝皮。,苦、寒、无毒。,1、风热赤眼，虚肿涩痛。用卤碱一升、青梅二十七个、古钱二十一文，密封于新瓶中，开水煮一顿饭时间，取出静放三天。点眼，一天点三、五次。2、牙齿腐烂。取上好碱土，热水淋之，去渣留汁，瓦罐熬干。刮下，加麝香少许，研细，搽患处。
凝水石,亦名卤盐、寒石、。从碱地掘取，用作硝皮。,辛、寒、无毒。,1、男女转脬，小便困难。用寒水石（按：此处指凝水石）二两、滑石一两、葵子一合，共研为末，加水一斗，煮成五升。每服一升。2、牙龈出血，有洞。用凝水石粉三两、丹砂二钱，甘草、脑子各少许，共研为末，干敷。3、汤火灼伤。用凝水石烧过，研细，敷伤处。
玄精石,亦名、阴精石、玄英石。,咸、温、无毒。,1、伤寒，头痛壮热，四肢不利。用玄精石、硝石、硫磺、各一两，硇砂二两，共研细，装地瓷罐里，蜜封。周围用火烘半天，药色变青紫时即停火。冷后取药以冷水拌匀，放入原罐中阴干。埋在地下半月。最后取出再研细，加面糊成丸子，如鸡头大。病入先洗一个热水澡，然后研碎一丸，艾汤送下。蒙被而卧，汗出见效。此方名“正阳丹”。2、肺热咳嗽。方见“不灰木”项下。3、冷热霍乱。用玄精石、半夏各一两，硫磺三钱，共研细，加面糊成丸，如梧子大。每服三十丸，米汤送下。
朴硝（硭硝、马牙硝）,亦名朴、盐硝、皮硝（“硝”原作为“消”）。,苦、寒、无毒。,1、骨蒸热（按：即结核病）。用硭硝粉，每服一茶匙。一天服两次。2、腹中痞块。用朴硝一两、独蒜一个、大黄末八分，共捣成饼，贴患处，以痞块消除为度。3、大小便闭，鼓胀欲死。用硭硝三两，泡在一升开水中，饮下。引起呕吐即愈。
玄明粉,亦称白粉。为白净，先与处同煎，后与甘划同煎，再经火煅制成。,辛、甘、冷、无毒。,1、热阙（按：指伏热引起的四肢厥冷）。用玄明粉三钱，热童便送下。2、伤寒发狂。用玄明粉二钱、丹砂一钱，研细，冷水送服。3、鼻血水上。用玄明粉二钱，清水送服。凡脾胃虚冷及阴虚火动者忌服玄明粉。
硝石,亦名硭硝、苦硝、焰硝、、地霜、生硝、北帝玄珠。,苦、寒、无毒。认为：应该是辛、苦、大温、无毒。,1、头痛欲死。以硝石末吹鼻内，即愈。2、心腹痛。以硝石、雄黄各一钱，研细。每点少许在眼眶内，即愈。此方名“火龙丹”。3、腰腹痛。也用火龙丹。
硇砂,亦名砂、狄盐、北庭砂、气砂、透骨将军。,咸、苦、辛、温、有毒。,1、肾脏积冷，心腹疼，面青脚冷。用硇砂二两、桃仁一两（去皮）。先以酒一小碗煮硇砂，沸十多次，去掉砂石，加入桃仁涨，慢慢熬成膏，和蒸饼做成丸子，如梧子大。每服二十丸，热酒送下。2、积年气块，脐腹疼痛。取木瓜三个，切开去瓤，将醋煮过的硇砂二两装入瓜内，晒在太阳下。到瓜烂时，研匀，加米醋五升煎浓，再加蜜收存。用时以附子末和成丸子，如梧子大。每服一丸，热酒化下。3、痃癖症块（按：症状为心胸绞痛，有积块）。取桑条烧灰，淋去苦汁，晒干。另按硇砂一两和水三两的比便，把硇砂、水、灰拌合起来，使干湿适当，然后放入瓶中。放前，瓶底热灰约半寸，放后，还要将灰填盖好。如此处理完毕，再以文武火煅红。冷定取出，倒药在小竹箕上（箕上先铺好三层纸），用热水淋药，收取滤汁，淋至硇味去尽为止。保持滤汁于热灰中，常令鼓出小鱼眼小泡。待汁干后，再煅一次，取药重研，加粟饭揉成丸子，如绿豆大。每服五丸，空心服，酒送下。
蓬砂,亦名鹏砂、盆砂。一作（）。,苦、辛、暖、无毒（李时珍认为：甘、微咸、凉、无毒）。,1、鼻血不止。用硼砂一钱，水冲服立止。2、肺痨。用硼砂、硇砂、兔屎，等分为末，加蜜做成丸子，如梧子大。每服七丸。生甘草一分，以水一杯揉汁，送药丸下。3、咽喉谷贼（按：指咽喉为谷物芒刺所伤，引起肿痛）。用硼砂、硭硝，等分为末，取半钱和蜜含咽。
石硫磺,亦称、黄、黄牙、阳侯、将军。（“磺”原作为“黄”）。,酸、温、有毒。,1、腰膝寒冷无力。用硫磺半斤，放在桑枝灰五斗的淋汁中，煮三沸。假干，以大火煅后研细。另取地坑里清水（穿地约一尺二寸，投水其中，等澄清后取用）和上述的硫磺末在坩锅中熬成膏子。再加米饭揉匀做成丸子，如麻子大。每服十丸，空心服，盐汤送下。2、脚气病。用硫磺粉三两、钟乳粉五升，加水煮沸，煎成三升。每服三合。又方：牛乳三升，煎至一升半。取五合，调硫磺粉一两。一次服下，蒙被而卧，须出汁为好，注意避风。如不出汗，再服药一次。隔几天之后，又照此服药。如此几次，可见效。3、伤寒阴症（极冷，厥逆烦燥，腹痛脉微）。煎艾汤服硫磺末三钱。安卧，出汗自愈。
石硫赤,亦名石亭脂、石、石硫。为之呈现红色者，功同硫磺。,苦、温、无毒。,1、赤鼻作痛。用呈紫色的石亭脂（红色者次之，黄色者勿用），研细，冷水调搽患处，半月可愈。2、风温脚气。用生石亭脂一两、生川乌头一两、无名异二两，共研为末，葱白捣汁和药做成丸子，如梧子大。每服一钱，空心服，淡茶加生葱送下。
