name,alias,smell,cure
肉苁蓉,亦名肉容、黑司命。,甘、微温、无毒。,1、劳伤，精败面黑。用肉苁蓉四两，水煮烂，切薄研细，炖羊肉吃。2、肾虚白浊。用肉苁蓉、鹿茸、山药、白茯苓，等分为末，加米糊做成丸子，如梧子大，每服三十丸，枣汤送下。3、汗多便秘（年老或体虚的病人）。用肉苁蓉（酒浸，焙过）二两、沉香末一两，共研为末。加麻子杜汁糊成丸子，如梧子大。每服七、八丸。白开水送下。
列当,亦名栗当、、花。,（根）甘、温、无毒。,男子五劳、等症，用二斤，捣烂筛净
赤箭（天麻）,亦名、、草、离母、合离草、神草、鬼督邮。赤箭以“其茎如箭杆”，赤色而得名。《》。,辛、温、无毒。,诸痹、四肢拘挛、瘫患不随、等症。说：“乃肝分之药。.......眼眩，风虚内作，非天麻不能治。天订乃定风草，故为治风之神药。今有久服天麻药，遍身发出红丹者，是其之验也。”凡欲消风、清利头目、利膈以及、多睡、痛、、鼻、面肿等症，都要服“”。配方及服法：天麻半两、芎二两，共研为末，炼蜜做成丸子，如芡子大。每次嚼服一丸，饭后服，茶或送下。[附]还筒子（天麻子）「主治
术（白术）,亦名山蓟、杨、蓟、蓟、、山连、吃力伽。,甘、温、无毒。,1、胸膈烦闷。用白术研细，每取一茶匙，白水送下。2、五饮（一、留饮，水在胸部；二、癖饮，水在两胁下；三、痰饮，水在胃中；四、溢饮，水在五脏间；五、流饮，水在肠间。这些都是因为饮食胃寒，或饮茶过多所致）。用白术一斤、干姜（炮）半斤、桂心一斤，共研为末，和蜜成丸，如梧子大。每服二、三十丸，温水送下。此方名“倍术丸”。3、四肢肿满。用白术三两，每服半两用口嚼碎，加大枣三枚，煎服。一天服三、四次。
苍术,亦名赤术、山精、仙术、山蓟。,苦、温、无毒。,1、面黄食少。用苍术一斤、熟地黄半斤、干姜（炮）五钱至一两（夏天五钱，冬天一两），共研细，加糊成丸，如梧子大。每服五十丸。温水送下。2、喜吃生米（不思熟食，爱嚼生米，憔悴萎黄，终于不起）。用苍术在淘米水中浸一夜，取出焙干，锉碎成末，加蒸饼做成丸子，如梧子大。每服五十丸，饭前服，一天服三次，米汤送下。半月左右可愈。3、腹中虚冷，不能饮食，食亦不化。用苍术二斤、曲一斤，共炒为末，加蜜做成丸子，如梧子大。每服三十丸，米汤送下。一天服三次。如怕冷，加干姜三两；腹痛，加当归三两；衰弱，加甘草二两。
狗脊,亦名强、扶筋、百枝、青。,苦、平、无毒（或说微温）。,1、男子各种风疾。用金毛狗脊，盐泥严封煅红，取出去毛。与苏木、川乌头（生用），等分为末，加醋、糊做成丸子，如梧子大。每服地十丸，温酒盐汤送下。此方名“四宝丹”。2、妇女白带。用金毛狗脊（去毛）、白蔹各一两，鹿茸（酒蒸后稍焙）二两，共研为末，加艾煎醋汁，和糯米糊做成丸子，如梧子大。每服五十丸，空心服，温酒送下。3、固精强骨。用金毛狗脊、远志肉、茯神、当归身、等分为末，加熟蜜做成丸子，如梧子大。每服五十丸，温酒送下。
贯众,亦名贯节、贯渠、百头、草头、黑、。,（根）苦、微寒、无毒。,1、鼻血不止。用贯众根研末，取一钱，水冲服。2、各种下血（包括痔下血、漏下血以及肠风酒痢等）。用贯众去掉皮毛，焙干，研细。每服二钱，空心服，米汤送下。或加醋、糊和药为丸，如梧子大。每服三、四十丸，米汤送下。或将药烧存性，研细，加麝香少许。每服二钱，米汤送下。3、妇女血崩。用贯众半两，煎酒服。
巴戟天,亦名不凋草、三蔓草。,（根）辛、甘、微温、无毒。,风湿、脚气、肾虚、阳痿。
远志,苗名、细草、棘菀、绕。,（根）苦、温、无毒。,1、善忘症。取远志为末，冲服。2、胸痹心痛（逆气膈中，饮食不下）。用远志、桂心、干姜、细辛、蜀椒（炒）各三两，附子二分（炮），一起捣细，加蜜和成丸子，如梧子大。每服三丸，米汁送下。一天服三次。如不见效，可稍增加药量。忌食猪肉、冷水、生葱菜。此方名“小草丸”。3、喉痹作痛。用远志肉为末，吹扑痛处，以涎出为度。
淫羊霍,亦名、放杖草、弃杖草、千两金、干鸡筋、祖、、刚草。,辛、寒、无毒。说：“味甘气香，性温不寒，能益精气。......真阳不足者宜之”。,1、阳痿，腰膝冷。用淫羊藿一斤，酒一斗浸泡三天后，常饮服。此方名“仙灵脾酒”。2、偏风不遂。服仙灵脾酒。3、咳嗽，气不顺，腹满不思饮食。用淫羊藿、覆盆子、五味子（炒）各一两，共研为末，加熟蜜做成丸子，如梧子大。每服二十丸，姜茶送下。
仙茅,亦名独茅、茅爪子、。,（根）辛、温、有毒。,阳痿精寒，腰膝风冷，筋骨痿痹等症。古方中有“仙茅丸”，能壮筋骨、益精神、明目、黑须发。其配方及服法如下：仙茅二斤，放入淘糯米水中浸五天，取出刮锉，阴干。另用苍术二斤，放入淘米水中浸五天，取出刮皮，焙干。取这样制过的仙茅、苍术各一斤，与枸杞子一斤，车前十二两，白茯苓（去皮）、茴香（炒）、柏子仁（去壳）各八两，生地黄（焙）、熟地黄（焙各四两）一起研细，加酒煮糊做成丸子，如梧子大。每服五十丸，饭前服，温酒送下。一天服二次。
玄参,亦名、玄台、重台、肠、正、逐马、馥草、野脂麻、鬼藏。,（根）苦、微寒、无毒。,1、诸毒鼠瘘（颈部淋巴结核）。用玄参泡酒，每天饮食少许。2、年久瘰疬。用生玄参捣烂敷患处。一天换药二次。3、用玄参研为末，取淘米水煮的猪肝，每日蘸药末吃。
地榆,玉豉、酸赭。,（根）苦、微寒、无毒。,1、吐血。用地榆三两，加米醋一升，煮沸十多次，去渣汁，饭前热服一合。2、妇女漏下，赤白不止，人极黄瘦。治方如上。3、血痢不止。用地榆晒干，研细。每服二钱，掺在羊血上炙熟食下。又方：单用地榆煎汤，每服三合。
丹参,赤参、山参、郗蝉草、木、逐、奔马草。,（根）苦、微寒、无毒。,1、月经不调，产前胎动，产后恶血不下，冷热劳，腰脊痛，骨节烦疼等症。用丹参洗净，切片，晒干，研细。每服二钱，温酒调下。此方称“丹参散”。2、小科下血。用丹参十二两，加酒五升，煮成三升。每次温服一升，一日服三次。不能饮酒者，可用水煎服。3、寒疝腹痛（小腹和阴部牵引痛）。用丹参一两，研细。每服二钱，热酒调下。
紫参,牡蒙、童肠、行、众戎、五鸟花。,（根）苦、寒、无毒。,1、下痢。用紫参半斤，加水五升，煎成二升。再加入甘草二两，煎至半升，分三次服。此方名“紫参汤”。2、吐血不止。用紫参、人参、阿胶（炒），等分为末。每服一钱，乌梅汤送下。又方：与上方基本相同，但减去人参。换为甘草，以糯米汤送下。3、脸上酒刺。用紫参、丹参、人参、苦参、沙参和成一两，共为末，加胡桃仁捣烂，和成丸子，如梧子大。每服三十丸，茶送下。
紫草,紫丹、紫夭、此戾、藐、地血、鸦衔草。,（根）苦、寒、无毒。,1、婴童疹痘（将出未出、色赤便闭者可用本方，如痘已出而红活、大便利者则忌用）。用紫草二两，锉碎，泡在百沸汤一碗中，盖严勿使漏气。汤温后，服半合。改用煎服亦可。2、痈疽便闭。用紫草、栝楼子等分，水煎服。3、小便淋。用紫草一两，用成散剂，每服二钱，饭前服。井华水送下。
白头翁,野丈人、胡王使者、奈何草。,（根）苦、温、无毒。,1、热痢下重。用白头翁二两，黄连、黄蘖、秦皮各三两，加水七升煮成二升。每服一长。不愈再服。妇人产后痢虚极者，可加甘草、阿胶各二两。2、下痢咽痛。用白头翁、黄连各一两，木香二两，加水五升，煎成一升半，分三次用服。3、肠坠偏肿。用白头翁根，捣敷患处。
白及,连及草、甘根、白给。,（根）苦、平、无毒。,1、鼻血不止。用口水调白及末涂鼻梁上低处（名“山根”）；另取白及末一钱，水冲服。2、心气疼痛。用白及、石榴皮各二钱，研细，加炼蜜和成丸子，如黄豆大。每服三丸，艾醋汤送下。3、妇女阴脱。用白及、川乌药，等分为末，薄布包一钱，纳入阴道中，觉胜利内热即止。每天用一次。
三七,山漆、。,（根）甘、微苦、温、无毒。,1、吐血、咳血不止。用三七一钱，口嚼烂，米汤送下。2、赤痢血痢。用三七三钱，研细，淘米水调服。3、大肠下血。用三七研细，淡白酒调一至二钱服。三服可愈。
黄连,亦名王连、支连。,（根）苦、寒、无毒。,1、心经实热。用黄连七一，加水一碗半，煎成一碗，饭后过一阵（食远）温服。小儿减量。2、伏暑发热、作渴、呕吐及赤白痢。用黄连一斤，切小，加好酒二升半煮干，再焙过、研细，糊成丸子，如梧子大。每服五十丸，一天服三次。此方名“黄龙丸”。3、骨热黄瘦。用黄连四分，切小，加童便五大合，浸一夜，微煎三四沸，去喳，分二次服下。
胡黄连,亦名割孤露泽。,（根）苦、平、无毒。,1、伤寒劳复（身热，尿赤如血色）。用胡黄连一两、山栀子二两（去壳），加蜜半两拌匀，炒至微焦，研细，再加猪胆汗做成丸子，如梧子大。每服十丸。另取生姜二片、乌梅一个，浸在三合童便中，半日后，去渣留尿，加温，饭后将药丸送下。2、小儿潮湿、盗汗。用胡黄连、柴胡，等分研细，加炼蜜做成丸子，如芡子大。每服一至五丸，按年岁加减。丸子先用酒少许化开，再加水煮开多次后用药渣同服。3、小儿疳热（肚胀，潮热，发焦。不可用大黄、黄芩等伤胃的药物）。用胡黄连半两、灵脂一两，共研为末，加入雄猪胆汁做成丸子，如绿豆大。每服一、二十丸，米汤送下。
黄芩,腐肠、、内虚、经芩、黄文、印头、苦督邮。内部实在的叫子芩、条芩、芩。,（根）苦、平、无毒（一称大寒）。,1、男子五劳七伤、消渴不生肌肉，妇女带下、手足寒热，宜服“三黄丸”。随季节而不同。按上列三药的右诹，春季用量是：四两一三两一四两；夏季是：六两一一两一七两；秋季是：六两一三两一三两；冬季是：三两一五两一二两。配好后捣碎和蜜做成丸子，如乌豆大。每服五丸，渐增至七丸。一天服三次。一月后病愈。久服使人健壮。2、胸部积热。用黄芩、黄连、黄蘖，等分为末。加蒸饼做成丸子，如梧子大。每服二、三十丸，开水送下。此方名“三补丸”。3、肤热如火烧，骨蒸（结核）痰嗽等。用黄芩一两，加水二杯，煎成一杯，一次服下。
秦艽,艽，音交。亦名秦瓜，秦。,苦、平、无毒。,1、黄疸。用秦艽半两，浸酒半升中，空腹饮酒。有酒量的人服后易见效。又方：秦艽三两，牛乳一升，煮成七合，作两次服下。2、暴泻、大渴、大饮。用秦艽二两、灸甘草半两，每服三钱，水煎服。3、伤寒烦渴。用秦艽一两，在牛乳一碗中煎到六成，作两次服。
茈胡（柴胡）,亦名地熏、芸蒿、山菜、茹草。,（根）苦、平、无毒。,1、伤寒余热（伤寒之后，体瘦肌热）。用柴胡四两、甘草一两，每用二钱，煎服。2、小儿骨热（十五岁以下小儿遍身如火，盗汗、咳嗽、烦渴，日渐黄瘦）。用柴胡四两、丹砂三钱，共研为末，拌猪胆汁和饭蒸熟，做成丸子，如绿豆大。每服一丸，桃仁、乌梅汤送下。一天服三次。3、虚劳发热。用柴胡、人参等分，每服三钱，加姜枣同水煎服。
前胡,《唐韵》作湔胡。,苦、微寒、无毒。认为：味甘辛，气微平。,肺热、痰热、风、呕逆、小儿疳气等症。李时珍指出：前胡，“其功长于下气，故能治痰热、喘嗽、痞膈、呕逆诸疾。气下则火降，痰亦降矣。所以有推陈致新之绩，为痰气要药。”
防风,亦名芸、茴芸、茴草、屏风、根、百枝、百蜚。,甘、温、无毒。,1、自汗不止。用防风，去掉芦头（按：芦头是指接近根部的叶柄残基），每服二钱，浮麦煎汤送下。又方：防风用面炒过，猪皮煎汤送下。2、盗汗。用防风二两、芎一两、人参半两，共研为末。每服半钱，临睡时服。3、老人便秘。用防风、枳壳（麸炒）各一两，甘草半两，共研为末。每服二钱，饭前服，开水送下。
独活,亦名、羌青、独摇草、护羌使者、胡王使者、长生草。李明珍说：“、羌活乃一类二种，以中国者为独活。,苦、甘、平、无毒。,1、中风，通风发冷，不知人事。用独活四两，加好酒一升，煎半升服。又方：独活一两，加酒二升，煮成一升；另用大豆五合，炒至爆裂，以药酒倒入，盖好。过一段时间，温服三合。2、瘫痪。用羌活二斤、构子一斤，共研为末，每服一茶匙。一天服三次。3、产后中风，四肢抽筋，不能言语。用羌活二两，煎酒服。
升麻,亦名周麻。,甘、苦、平、微寒、无毒。,1、豌豆斑疮（状如豌豆，有白浆，由头面传及躯体，不急救有生命危险）。用蜜煎升麻，随时取食。另以水煮升麻，棉花沾药汁洗疮。2、突发肿毒。用升麻磨醋，随时涂搽。3、喉痹。用升麻片含咽，或以升麻半两煎水服，引吐为效。
苦参,亦名苦、苦骨、地、水槐、菟槐、骄槐、野槐、白茎。,苦、寒、无毒。,1、热病发狂。用苦参末，加蜜调成丸子，如梧子大。每服十丸，薄荷汤送下。也可用苦参末二钱，水煎服。2、伤寒结胸（伤寒流行时，感病四、五日，胸满痛，大发烧）。用苦参一两，加醋三升，煮成一升二合，服后能吐即愈。3、谷疸（头昏、心慌、发黄。这是大病后暴食伤胃所引起）。用苦参二两、龙胆一合，共研为末，加牛胆调药成丸，如梧子大。每服五丸，生大麦煎汁送下。一天服三次。
白鲜,鲜，音仙。亦名白、白鲜、椒。,（根皮）苦、寒、无毒。,头风、、咳逆、风疮、疥、赤烂等症。产后中风，但体虚不能服他药的病人，可用白癣皮加新汲水三升煮成一升，温服。李时珍指出：白鲜是治各种黄疸病和风痹的要药，但许多医生只用之于疮科，这是不够的。
延胡索,本名。,（根）辛、平、无毒。,1、咳嗽。用延胡索一两、朴硝七钱半，共研为末。每服二钱，软糖一块和药含咽。2、尿血。用延胡索一两、朴硝七钱半，共研为末。每服四钱，水煎服。3、皮下气痛或气块痛。用延胡索研细，将猪胰一个，切成小块，灸热蘸药末随时吃下。
贝母,亦名苘、勤母、、苦花、空草、药实。,（根）辛、平、无毒。,1、胸膈郁积。用贝母（去心），加姜汁炒后研细，再和姜汁、面糊做成丸子。每服七十丸。2、化痰降气，止咳解郁。用贝母（去心）一两、姜制厚朴半两，加蜜做成丸子，如梧子大。每服五十丸，开水送下。3、小儿百日咳。用贝母五钱、甘草（半生半灸）二钱，共研为末，加沙糖调成丸子，如芡子大，每次以米汤化服一丸。
山慈姑,亦名金灯、鬼灯、朱姑、蹄草、无义草。,（根）甘、微辛、有小毒。,1、面疱斑痣。用山慈母根每夜涂搽，早上洗去。2、牙龈肿痛。用山慈姑的枝和根煎汤随时漱口，漱后吐出。3、痈疽疔痛。用山慈姑（连根）、苍耳草等分，捣烂。取好酒一杯，滤出药汁温服。或将两药干研成末，每服三钱，酒送下。
石蒜,亦名乌、、、婆婆酸、一枝煎、。,（根）辛、甘、温、有小毒。,1、便毒诸疮。用石蒜捣烂涂搽。毒重者，把石蒜洗净，以生白洒煎服，汗出为好。2、产肠脱下。用石蒜一把，加水三碗煎成一碗半，去渣，熏洗患处。3、小儿惊风，一叫而绝。用麻线把手心脚心缠住，又在胁下缠一圈，然后以灯火照灼手足心。同时，用石蒜（晒干）、车前子，等分为末，水调匀贴手心。再在手足心、肩膀、眉心、鼻心等处以灯火照灼，可使病儿复苏。
白茅,根名茹根、兰根、地筋。,（）甘、寒、无毒。,1、温病热哕（胃有伏热，令人胸满，引起气逆，气逆发声称为哕）。用茅根、葛根、葛根各半斤，加水三升煎成一升半。每服一杯，温水送下。哕止即停服。2、反胃，食肉即吐。用茅根、芦根各二两，加水四升，煮成二升，一次服下。3、肺热气喘。用生茅根一把，口咬细，加水二碗，煮成一碗，饭后温服。三服病愈。此方名“如神汤”。
龙胆,亦名陵游。,（根）苦涩、大寒、无毒。,1、伤寒发狂。用龙胆二钱研细，加入鸡蛋清。每服二钱，白蜜化冰水送下。2、四肢疼痛。用龙胆根切细，有生姜汁中浸一夜，焙干，捣为末。取一茶匙，水煎，温服。3、谷疸、劳疸（谷疸因多食而得，劳疸因过劳而得）。用龙胆一两、苦参三两，共研为末，加牛胆汁和成丸子，如梧子大。每服五丸，一天服三次。如不愈，可稍稍增加药量。治劳疸，可增加龙胆一两、栀子仁三至七枚，以猪胆代牛胆和丸。
细辛,亦名小辛、少辛。,辛、温、无毒。说：辛、温能散，所以各种、、、、胸中带气、惊等症，可用本品。,1、中风（突然倒下，不省人事）。用细辛末吹入鼻中。2、虚寒呕哕，饮食不下。用细辛（去叶）半两、丁香二钱半，共研为末。每服一钱，柿蒂汤送下。3、小儿客忤（按：本病症状是：面青，惊痛，不能说话；或颈项强硬，出现险象；或在夜中忽然惊啼不止）。用细辛、桂心，等分为末，每服少许放入小儿口中。
及己,亦名“”。,（根）苦、平、有毒（入口使人）。,各种恶疮、疥、瘘蚀、虫痒等。用及已煎汁浸洗。
徐长卿,亦名鬼督邮、别仙踪。,（根）辛、温、无毒（陶弘景认为有毒）。,1、小便不通。用徐长卿（灸过）半两，茅根三分，木通、冬葵子各一两，滑石二两，槟榔一分，瞿麦穗半两。每服五钱，水煎，再加朴硝一钱，温服。此方名“徐长卿汤”。2、晕车晕船。用徐长卿、石长生、车前子、车下李根等分捣碎，取半合装在袋子里悬衣带上。徐长卿亦治疫疾、邪恶气、温疟等。
白薇,亦名草、白幕、春草、、骨美。,（根）苦、咸、平、无毒。,1、肺实鼻塞，不知香臭。用白薇、款冬花、贝母各一两，百部二两，共研为末。每服一钱，米汤送下。2、妇女遗尿（不拘胎前产后）。用白薇、芍药各一两，共研为末，每服一茶匙，酒送下。一天服三次。3、血淋、热淋。治法同上。
白前,亦名石蓝、嗽药。,苦、微温、无毒。,1、久嗽咳血。用白前、桔梗、桑白皮各三两（炒过），甘草一两（灸），加水六升，煮成一升，分三次服下。忌食猪肉、白菜。2、久咳气壅（体肿、短气、胀满、喉中呼吸有声，不能平躺卧下）。用白前二两，紫苑、半夏各三两，大戟七合，以水一斗浸一夜后煮成三升，分数次服。忌食羊内，饩糖。
锦地罗,（根）微苦、平、无毒。,苦、微温、无毒。,山岚、瘴毒、疮毒及其他。用根研细，每服一茶匙，送下。
檀香,旃、真檀。,白旃檀：辛、温、无毒。：咸、微寒、无毒。,白旃檀：心、肾、吐食、肿毒。紫檀：、止痛、疗淋、敷刀伤。
锁阳,甘、温、无毒。,暂无,略同。“润燥、养筋、治痿弱。”体虚而大便燥结者，可服以代肉。
铁线草,微苦、平、无毒。,苦、微温、无毒。,男女诸风。对妇人，有特效。用根五钱、一两、二钱，共研为末；另取一斤重的一只，水内淹死（按：这是为了留血），去毛肠，砍为肉块，加入药末混匀，倒适量炒肉块成黄色；再随人量加把鸡煮熟。病人先以煎浓汤洗浴头、身，然后饮酒吃鸡，发现粘汁即愈。如不洗浴，则须发出风丹才见药效。
当归,亦名干归、山蕲、白蕲、文无。,（根）苦、温、无毒。,1、血虚发热（困渴大饮，目赤面红，脉洪大而虚，重按无力。如作为热症而服白虎汤必致死亡）。空当归身二钱（酒洗）。棉黄氏一两（蜜灸），水煎，作一次空心温服。一天吃两剂。此方名“当归补血汤”。2、失血过多（伤胎、产后、崩中、金疮、拔牙等出血过多，心烦眩晕，不省人事）。用当归二两、芎一两，每用五钱，加水七分、酒三分，煎至七成。一天服两次。3、鼻血不止。用当归，焙干，研细。每服一钱，米汤调下。
芎穷,亦名胡、、香果、山鞠穷。,（根）辛、温、无毒。,1、气虚头痛。用川芎研细，每取二钱，茶汤调服。2、产后头痛。用川芎、天台乌药，等分为末。每服二钱，葱茶调下。又方：加白术，水煎服。3、风热头痛。用川芎一钱、茶叶二钱，加水一蛊煎至五成，饭前热服。
蘼芜,头中久风、风眩、泄泻、咳逆等。,辛、温、无毒。,头中久风、风眩、泄泻、咳逆等。
蛇床,亦名蛇、蛇米、虺床、床、墙蘼。,苦、平、无毒。,1、阳事不起。用蛇床子、五味子、菟丝子，等分为末，加炼蜜做成丸子，如梧子大。每服三十丸，温酒送下。一天服三次。2、赤白带下，月经不来。用蛇床子、桔白矾，等分为末，加醋、面和成丸子，如弹子大，胭脂为衣，棉裹后纳入阴道中。一天换药一次。3、妇女阴部奇痒。用蛇床子一两、白矾二钱，煎汤常洗。
藁本,亦名藁茇、鬼卿、地新、微茎。,（根）辛、温、无毒。,太阳、、头面身体，亦治疽，排脓内塞。小儿疥，可用煎汤洗，并搓洗换下来的衣服。头屑多，可用藁本、白芷，等分为末，夜间干擦头发，清晨梳去，头屑自除。
白芷,亦名白、芳香、泽芬、苻蓠、、莞、叶名麻、药。,（根）辛、温、无毒。,肺、胃、大肠三经的疾病。李时珍说：白芷“所在之病不离三经。如头目眉齿诸病，三经之风热也；如漏带痈疽诸病，三经之湿热也。风热者，辛以散之；湿热者，温以除之。为阳明主药，故又能治血病、胎病，而排脓、生肌、止痛。”1、一切伤寒。用白芷一两、生甘草半两、姜三片、葱白三寸、枣一枚、鼓五十粒，加水二碗，煎药服下服汁，煎药服下取汗。不汗再服。此方名“神白散”，或“圣僧散。”2、一切风邪。治法同上。
芍药,将离、食、、余容、延。白者名金，赤者名木芍药。,（根）苦、平、无毒。,1、腹中虚痛。用白芍药三钱、炙甘草一，加水二碗，煎成一碗温服。夏月加黄芩五分，恶寒加肉桂一钱，冬月大寒再加桂一钱。2、骨痛。用芍药二分、虎骨一两，炙后研细，装入布袋放在酒三升中泡五天。每次饮酒三合，一天三次。3、脚气肿痛。用芍药六两、甘草一两，共研为末，白开水送下。
牡丹,姑、木、花王。,（根皮）辛、寒、无毒。,1、疝气（觉气胀不能动）。用牡丹皮、防风，等分为末，每服二钱，酒送下。2、妇女恶血（血往上冲，脸红易怒）。用牡丹皮半两、干漆（烧至烟尽）半两，加水二杯，煎成一杯服下。3、伤损瘀血。用牡丹皮二两、虻虫二十一个（熬过），同捣碎。每天早晨服一匙，温酒送下。
木香,蜜香、五、南木香。,（根）辛、温、无毒。,1、中气不省（闭目不语，状如中风）。用木香研细，冬瓜子煎汤灌下三钱。谈盛者。药中加竹沥和姜汁。2、胃气闷胀，不思饮食。用木香、诃子各二十两，捣烂筛过，加糖和成丸子，如梧子大。每服三十丸，空心服，酒送下。此方名“青木香丸”。3、心气刺痛。用木香一两、皂角（炙）一两，共研为末，加糊做成丸子，如梧子大。每服五十丸，开水送下。
甘松香,苦弥扯。,（根）甘、温、无毒。,心满，脾积郁，肾虚齿痛，面风疮，浮膝等。
杜若,杜蘅、杜莲、若、楚蘅、。,（根）辛、微温、无毒。,胸胁逆气，，皮间等。说：“乃上品，治足少阴、太阳诸证要药，而世不知用，惜哉。”（意思是说，杜若在《》里列为“上品”，是治肾、诸经的要药，但是人们不知道用它，这是很可惜的。）
